metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.94619,0.80431,0.90076,0.76041,0.68255,0.61134,1.02877,16,1763188338,,False,16,35bf4_00000,2025-11-15_01-32-18,93.99542212486267,1553.8312737941742,22036,LAPTOP-2DUVSE15,127.0.0.1,1553.8312737941742,16
0.94105,0.7975,0.89156,0.75969,0.6657,0.605,1.01446,17,1763188432,,False,17,35bf4_00000,2025-11-15_01-33-52,93.99632859230042,1647.8276023864746,22036,LAPTOP-2DUVSE15,127.0.0.1,1647.8276023864746,17
0.9117,0.82976,0.90302,0.76839,0.64444,0.58613,0.99486,18,1763188526,,False,18,35bf4_00000,2025-11-15_01-35-26,93.6113052368164,1741.438907623291,22036,LAPTOP-2DUVSE15,127.0.0.1,1741.438907623291,18
0.93294,0.83428,0.9091,0.77058,0.64505,0.57751,0.99531,19,1763188620,,False,19,35bf4_00000,2025-11-15_01-37-00,93.96349811553955,1835.4024057388306,22036,LAPTOP-2DUVSE15,127.0.0.1,1835.4024057388306,19
0.92952,0.83257,0.90755,0.77033,0.65023,0.56849,1.00276,20,1763188713,,False,20,35bf4_00000,2025-11-15_01-38-33,93.6759045124054,1929.078310251236,22036,LAPTOP-2DUVSE15,127.0.0.1,1929.078310251236,20
0.94774,0.81608,0.91108,0.76799,0.66457,0.56844,1.02021,21,1763188807,,False,21,35bf4_00000,2025-11-15_01-40-07,93.62907886505127,2022.7073891162872,22036,LAPTOP-2DUVSE15,127.0.0.1,2022.7073891162872,21
0.94494,0.8145,0.91504,0.77578,0.65042,0.54799,0.99235,22,1763188901,,False,22,35bf4_00000,2025-11-15_01-41-41,93.9308979511261,2116.6382870674133,22036,LAPTOP-2DUVSE15,127.0.0.1,2116.6382870674133,22
0.94997,0.82232,0.91625,0.78769,0.63047,0.53154,0.99066,23,1763188995,,False,23,35bf4_00000,2025-11-15_01-43-15,94.41746687889099,2211.0557539463043,22036,LAPTOP-2DUVSE15,127.0.0.1,2211.0557539463043,23
0.94994,0.84254,0.92303,0.78118,0.6454,0.49963,0.99015,24,1763189089,,False,24,35bf4_00000,2025-11-15_01-44-49,93.93842959403992,2304.9941835403442,22036,LAPTOP-2DUVSE15,127.0.0.1,2304.9941835403442,24
0.92905,0.82416,0.90928,0.774,0.63846,0.54872,0.98948,25,1763189183,,False,25,35bf4_00000,2025-11-15_01-46-23,94.13690733909607,2399.1310908794403,22036,LAPTOP-2DUVSE15,127.0.0.1,2399.1310908794403,25
0.94428,0.81873,0.91635,0.77491,0.64167,0.52525,1.00131,26,1763189277,,False,26,35bf4_00000,2025-11-15_01-47-57,93.82977294921875,2492.960863828659,22036,LAPTOP-2DUVSE15,127.0.0.1,2492.960863828659,26
0.93888,0.84794,0.93121,0.78793,0.63024,0.49468,0.98058,27,1763189371,,False,27,35bf4_00000,2025-11-15_01-49-31,93.75850439071655,2586.7193682193756,22036,LAPTOP-2DUVSE15,127.0.0.1,2586.7193682193756,27
0.94516,0.84356,0.92282,0.78073,0.66337,0.52097,0.99937,28,1763189465,,False,28,35bf4_00000,2025-11-15_01-51-05,93.70879817008972,2680.4281663894653,22036,LAPTOP-2DUVSE15,127.0.0.1,2680.4281663894653,28
0.90503,0.85629,0.92248,0.77961,0.65518,0.50993,0.99857,29,1763189559,,False,29,35bf4_00000,2025-11-15_01-52-39,93.94648456573486,2774.3746509552,22036,LAPTOP-2DUVSE15,127.0.0.1,2774.3746509552,29
0.93967,0.8395,0.92661,0.7841,0.63603,0.49214,0.98433,30,1763189652,,False,30,35bf4_00000,2025-11-15_01-54-12,93.39219737052917,2867.7668483257294,22036,LAPTOP-2DUVSE15,127.0.0.1,2867.7668483257294,30
0.94705,0.85167,0.92936,0.79117,0.63318,0.4798,0.99326,31,1763189745,,False,31,35bf4_00000,2025-11-15_01-55-45,92.96684432029724,2960.7336926460266,22036,LAPTOP-2DUVSE15,127.0.0.1,2960.7336926460266,31
0.94757,0.86363,0.94105,0.79818,0.62635,0.46114,0.9903,32,1763189838,,False,32,35bf4_00000,2025-11-15_01-57-18,93.19731330871582,3053.9310059547424,22036,LAPTOP-2DUVSE15,127.0.0.1,3053.9310059547424,32
0.94017,0.84861,0.92959,0.77956,0.66336,0.48426,0.99981,33,1763189932,,False,33,35bf4_00000,2025-11-15_01-58-52,93.3969624042511,3147.3279683589935,22036,LAPTOP-2DUVSE15,127.0.0.1,3147.3279683589935,33
0.94343,0.85977,0.93841,0.79802,0.62267,0.46497,0.9814,34,1763190027,,False,34,35bf4_00000,2025-11-15_02-00-27,95.18750286102295,3242.5154712200165,22036,LAPTOP-2DUVSE15,127.0.0.1,3242.5154712200165,34
0.92648,0.86154,0.92804,0.79216,0.62246,0.48393,0.98125,35,1763190121,,False,35,35bf4_00000,2025-11-15_02-02-01,94.15489482879639,3336.670366048813,22036,LAPTOP-2DUVSE15,127.0.0.1,3336.670366048813,35
0.94326,0.87566,0.94073,0.80345,0.62398,0.45387,0.97691,36,1763190215,,False,36,35bf4_00000,2025-11-15_02-03-35,93.77729558944702,3430.44766163826,22036,LAPTOP-2DUVSE15,127.0.0.1,3430.44766163826,36
0.95627,0.85637,0.94001,0.80312,0.61232,0.45045,0.97564,37,1763190309,,False,37,35bf4_00000,2025-11-15_02-05-09,93.99396753311157,3524.4416291713715,22036,LAPTOP-2DUVSE15,127.0.0.1,3524.4416291713715,37
0.89796,0.87478,0.93169,0.7934,0.6194,0.45129,0.98111,38,1763190403,,False,38,35bf4_00000,2025-11-15_02-06-43,93.96533632278442,3618.406965494156,22036,LAPTOP-2DUVSE15,127.0.0.1,3618.406965494156,38
0.92706,0.87448,0.93764,0.79718,0.63391,0.45862,0.99421,39,1763190496,,False,39,35bf4_00000,2025-11-15_02-08-16,93.54537153244019,3711.952337026596,22036,LAPTOP-2DUVSE15,127.0.0.1,3711.952337026596,39
0.93062,0.86293,0.94233,0.80084,0.63089,0.44483,0.97884,40,1763190589,,False,40,35bf4_00000,2025-11-15_02-09-49,93.08782815933228,3805.0401651859283,22036,LAPTOP-2DUVSE15,127.0.0.1,3805.0401651859283,40
0.92486,0.87741,0.94415,0.80446,0.6239,0.43972,0.9811,41,1763190683,,False,41,35bf4_00000,2025-11-15_02-11-23,93.1933662891388,3898.233531475067,22036,LAPTOP-2DUVSE15,127.0.0.1,3898.233531475067,41
0.93929,0.86606,0.93851,0.80181,0.61864,0.43571,0.97884,42,1763190776,,False,42,35bf4_00000,2025-11-15_02-12-56,93.73799347877502,3991.971524953842,22036,LAPTOP-2DUVSE15,127.0.0.1,3991.971524953842,42
0.94305,0.87333,0.94164,0.81203,0.60048,0.42494,0.97606,43,1763190870,,False,43,35bf4_00000,2025-11-15_02-14-30,94.08868050575256,4086.0602054595947,22036,LAPTOP-2DUVSE15,127.0.0.1,4086.0602054595947,43
0.90472,0.89216,0.94169,0.80187,0.62504,0.43196,0.98337,44,1763190964,,False,44,35bf4_00000,2025-11-15_02-16-04,93.10279774665833,4179.163003206253,22036,LAPTOP-2DUVSE15,127.0.0.1,4179.163003206253,44
0.9359,0.86612,0.94023,0.80607,0.61501,0.4475,0.98046,45,1763191057,,False,45,35bf4_00000,2025-11-15_02-17-37,93.77677655220032,4272.939779758453,22036,LAPTOP-2DUVSE15,127.0.0.1,4272.939779758453,45
0.94915,0.87073,0.94875,0.814,0.60542,0.42617,0.97201,46,1763191151,,False,46,35bf4_00000,2025-11-15_02-19-11,93.94744801521301,4366.887227773666,22036,LAPTOP-2DUVSE15,127.0.0.1,4366.887227773666,46
0.93102,0.8714,0.94023,0.80453,0.60795,0.43946,0.9753,47,1763191245,,False,47,35bf4_00000,2025-11-15_02-20-45,93.87038064002991,4460.757608413696,22036,LAPTOP-2DUVSE15,127.0.0.1,4460.757608413696,47
0.93195,0.88509,0.94943,0.81224,0.61198,0.42762,0.9677,48,1763191339,,False,48,35bf4_00000,2025-11-15_02-22-19,93.51985692977905,4554.277465343475,22036,LAPTOP-2DUVSE15,127.0.0.1,4554.277465343475,48
0.95205,0.87279,0.94602,0.80818,0.61907,0.41941,0.97474,49,1763191432,,False,49,35bf4_00000,2025-11-15_02-23-52,93.36269783973694,4647.640163183212,22036,LAPTOP-2DUVSE15,127.0.0.1,4647.640163183212,49
0.95223,0.86541,0.9457,0.81295,0.5976,0.41555,0.96456,50,1763191526,,False,50,35bf4_00000,2025-11-15_02-25-26,93.83504986763,4741.475213050842,22036,LAPTOP-2DUVSE15,127.0.0.1,4741.475213050842,50
0.94013,0.86932,0.93852,0.80691,0.61471,0.42627,0.9704,51,1763191619,,False,51,35bf4_00000,2025-11-15_02-26-59,93.36154794692993,4834.836760997772,22036,LAPTOP-2DUVSE15,127.0.0.1,4834.836760997772,51
0.93824,0.90092,0.95385,0.81548,0.6004,0.40324,0.96979,52,1763191713,,False,52,35bf4_00000,2025-11-15_02-28-33,94.0954520702362,4928.932213068008,22036,LAPTOP-2DUVSE15,127.0.0.1,4928.932213068008,52
0.96636,0.86825,0.95174,0.81649,0.60655,0.40722,0.9743,53,1763191808,,False,53,35bf4_00000,2025-11-15_02-30-08,94.37378311157227,5023.305996179581,22036,LAPTOP-2DUVSE15,127.0.0.1,5023.305996179581,53
0.93417,0.88663,0.95179,0.815,0.59861,0.40427,0.96973,54,1763191901,,False,54,35bf4_00000,2025-11-15_02-31-41,93.37152194976807,5116.677518129349,22036,LAPTOP-2DUVSE15,127.0.0.1,5116.677518129349,54
0.9399,0.88559,0.95332,0.82044,0.6027,0.39391,0.96717,55,1763191995,,False,55,35bf4_00000,2025-11-15_02-33-15,93.6329915523529,5210.310509681702,22036,LAPTOP-2DUVSE15,127.0.0.1,5210.310509681702,55
0.95185,0.87116,0.94784,0.81854,0.59693,0.40371,0.95998,56,1763192088,,False,56,35bf4_00000,2025-11-15_02-34-48,93.37355279922485,5303.6840624809265,22036,LAPTOP-2DUVSE15,127.0.0.1,5303.6840624809265,56
0.92072,0.89776,0.95062,0.81558,0.61138,0.40039,0.97643,57,1763192182,,False,57,35bf4_00000,2025-11-15_02-36-22,93.6360399723053,5397.320102453232,22036,LAPTOP-2DUVSE15,127.0.0.1,5397.320102453232,57
0.9422,0.87394,0.94806,0.81458,0.60078,0.41086,0.96968,58,1763192276,,False,58,35bf4_00000,2025-11-15_02-37-56,93.92149329185486,5491.241595745087,22036,LAPTOP-2DUVSE15,127.0.0.1,5491.241595745087,58
0.95191,0.86729,0.94987,0.8163,0.60048,0.395,0.96444,59,1763192370,,False,59,35bf4_00000,2025-11-15_02-39-30,94.40326023101807,5585.644855976105,22036,LAPTOP-2DUVSE15,127.0.0.1,5585.644855976105,59
0.92598,0.89653,0.95112,0.81344,0.60778,0.3951,0.97513,60,1763192464,,False,60,35bf4_00000,2025-11-15_02-41-04,93.62412714958191,5679.268983125687,22036,LAPTOP-2DUVSE15,127.0.0.1,5679.268983125687,60
0.9366,0.89117,0.95585,0.82098,0.59606,0.39558,0.97306,61,1763192558,,False,61,35bf4_00000,2025-11-15_02-42-38,93.86265683174133,5773.131639957428,22036,LAPTOP-2DUVSE15,127.0.0.1,5773.131639957428,61
0.92034,0.90327,0.95171,0.82227,0.59316,0.39174,0.95998,62,1763192651,,False,62,35bf4_00000,2025-11-15_02-44-11,93.57043266296387,5866.702072620392,22036,LAPTOP-2DUVSE15,127.0.0.1,5866.702072620392,62
0.93316,0.89428,0.95742,0.81976,0.59575,0.38367,0.96523,63,1763192745,,False,63,35bf4_00000,2025-11-15_02-45-45,93.74098491668701,5960.443057537079,22036,LAPTOP-2DUVSE15,127.0.0.1,5960.443057537079,63
0.94459,0.90322,0.95971,0.82843,0.58859,0.38295,0.95805,64,1763192839,,False,64,35bf4_00000,2025-11-15_02-47-19,93.624760389328,6054.067817926407,22036,LAPTOP-2DUVSE15,127.0.0.1,6054.067817926407,64
0.93979,0.8941,0.95384,0.81876,0.59316,0.39709,0.95719,65,1763192932,,False,65,35bf4_00000,2025-11-15_02-48-52,93.57305407524109,6147.640872001648,22036,LAPTOP-2DUVSE15,127.0.0.1,6147.640872001648,65
0.95492,0.89047,0.95492,0.82104,0.58398,0.37814,0.95724,66,1763193025,,False,66,35bf4_00000,2025-11-15_02-50-25,93.35857033729553,6240.9994423389435,22036,LAPTOP-2DUVSE15,127.0.0.1,6240.9994423389435,66
0.94785,0.88471,0.94932,0.82325,0.59331,0.38096,0.95823,67,1763193119,,False,67,35bf4_00000,2025-11-15_02-51-59,93.44485569000244,6334.444298028946,22036,LAPTOP-2DUVSE15,127.0.0.1,6334.444298028946,67
0.94464,0.88501,0.95414,0.82267,0.58709,0.38328,0.9581,68,1763193212,,False,68,35bf4_00000,2025-11-15_02-53-32,93.29754042625427,6427.7418384552,22036,LAPTOP-2DUVSE15,127.0.0.1,6427.7418384552,68
0.9333,0.89034,0.95603,0.82627,0.5902,0.37261,0.95497,69,1763193306,,False,69,35bf4_00000,2025-11-15_02-55-06,93.89610505104065,6521.637943506241,22036,LAPTOP-2DUVSE15,127.0.0.1,6521.637943506241,69
0.93726,0.89591,0.95639,0.82375,0.58668,0.37611,0.95242,70,1763193398,,False,70,35bf4_00000,2025-11-15_02-56-38,92.27449250221252,6613.912436008453,22036,LAPTOP-2DUVSE15,127.0.0.1,6613.912436008453,70
0.95244,0.89916,0.95672,0.82748,0.58083,0.3649,0.95562,71,1763193492,,False,71,35bf4_00000,2025-11-15_02-58-12,93.80914664268494,6707.721582651138,22036,LAPTOP-2DUVSE15,127.0.0.1,6707.721582651138,71
0.95366,0.88841,0.95252,0.81722,0.58975,0.36929,0.95904,72,1763193586,,False,72,35bf4_00000,2025-11-15_02-59-46,93.31719899177551,6801.038781642914,22036,LAPTOP-2DUVSE15,127.0.0.1,6801.038781642914,72
0.93238,0.91299,0.95937,0.83011,0.58494,0.36288,0.9511,73,1763193680,,False,73,35bf4_00000,2025-11-15_03-01-20,94.35533237457275,6895.394114017487,22036,LAPTOP-2DUVSE15,127.0.0.1,6895.394114017487,73
0.95441,0.87891,0.95298,0.82529,0.58465,0.36816,0.95583,74,1763193774,,False,74,35bf4_00000,2025-11-15_03-02-54,94.49655961990356,6989.89067363739,22036,LAPTOP-2DUVSE15,127.0.0.1,6989.89067363739,74
0.94917,0.90854,0.96218,0.82993,0.58464,0.36454,0.9525,75,1763193868,,False,75,35bf4_00000,2025-11-15_03-04-28,93.74889874458313,7083.639572381973,22036,LAPTOP-2DUVSE15,127.0.0.1,7083.639572381973,75
0.93943,0.89987,0.95499,0.82729,0.58109,0.3634,0.95496,76,1763193962,,False,76,35bf4_00000,2025-11-15_03-06-02,93.5614218711853,7177.200994253159,22036,LAPTOP-2DUVSE15,127.0.0.1,7177.200994253159,76
0.9387,0.89256,0.95692,0.82903,0.58502,0.37004,0.95693,77,1763194056,,False,77,35bf4_00000,2025-11-15_03-07-36,94.02577662467957,7271.226770877838,22036,LAPTOP-2DUVSE15,127.0.0.1,7271.226770877838,77
0.93083,0.91867,0.95933,0.82796,0.5841,0.35638,0.95538,78,1763194150,,False,78,35bf4_00000,2025-11-15_03-09-10,93.96735501289368,7365.194125890732,22036,LAPTOP-2DUVSE15,127.0.0.1,7365.194125890732,78
0.94196,0.90292,0.95995,0.82897,0.58084,0.35846,0.9579,79,1763194243,,False,79,35bf4_00000,2025-11-15_03-10-43,93.78010940551758,7458.974235296249,22036,LAPTOP-2DUVSE15,127.0.0.1,7458.974235296249,79
0.93597,0.91039,0.95942,0.82995,0.58426,0.35539,0.95318,80,1763194337,,False,80,35bf4_00000,2025-11-15_03-12-17,93.39192414283752,7552.366159439087,22036,LAPTOP-2DUVSE15,127.0.0.1,7552.366159439087,80
0.95547,0.91647,0.96409,0.83666,0.58039,0.3464,0.95539,81,1763194430,,False,81,35bf4_00000,2025-11-15_03-13-50,93.4968523979187,7645.863011837006,22036,LAPTOP-2DUVSE15,127.0.0.1,7645.863011837006,81
0.95426,0.90711,0.95917,0.82986,0.57905,0.35268,0.94872,82,1763194524,,False,82,35bf4_00000,2025-11-15_03-15-24,93.13861322402954,7739.001625061035,22036,LAPTOP-2DUVSE15,127.0.0.1,7739.001625061035,82
0.93142,0.92204,0.9594,0.83311,0.57999,0.35812,0.94812,83,1763194618,,False,83,35bf4_00000,2025-11-15_03-16-58,94.20394206047058,7833.205567121506,22036,LAPTOP-2DUVSE15,127.0.0.1,7833.205567121506,83
0.94918,0.90559,0.96144,0.83025,0.58254,0.35753,0.95386,84,1763194711,,False,84,35bf4_00000,2025-11-15_03-18-31,93.70407748222351,7926.909644603729,22036,LAPTOP-2DUVSE15,127.0.0.1,7926.909644603729,84
0.94218,0.91383,0.96376,0.83376,0.58057,0.34941,0.95466,85,1763194805,,False,85,35bf4_00000,2025-11-15_03-20-05,93.45467972755432,8020.364324331284,22036,LAPTOP-2DUVSE15,127.0.0.1,8020.364324331284,85
0.94269,0.91362,0.96065,0.83045,0.58345,0.34502,0.95624,86,1763194898,,False,86,35bf4_00000,2025-11-15_03-21-38,93.4606020450592,8113.824926376343,22036,LAPTOP-2DUVSE15,127.0.0.1,8113.824926376343,86
0.94102,0.90916,0.95852,0.82997,0.57741,0.35314,0.95335,87,1763194992,,False,87,35bf4_00000,2025-11-15_03-23-12,93.81955862045288,8207.644484996796,22036,LAPTOP-2DUVSE15,127.0.0.1,8207.644484996796,87
0.92626,0.92162,0.95858,0.82919,0.58245,0.34895,0.95836,88,1763195086,,False,88,35bf4_00000,2025-11-15_03-24-46,93.73808169364929,8301.382566690445,22036,LAPTOP-2DUVSE15,127.0.0.1,8301.382566690445,88
0.92409,0.90418,0.95497,0.83164,0.57545,0.35268,0.95084,89,1763195181,,False,89,35bf4_00000,2025-11-15_03-26-21,94.73397994041443,8396.11654663086,22036,LAPTOP-2DUVSE15,127.0.0.1,8396.11654663086,89
0.92415,0.91461,0.95923,0.83354,0.57332,0.34138,0.94733,90,1763195274,,False,90,35bf4_00000,2025-11-15_03-27-54,93.72388911247253,8489.840435743332,22036,LAPTOP-2DUVSE15,127.0.0.1,8489.840435743332,90
0.95392,0.9001,0.95492,0.82933,0.57541,0.34856,0.94972,91,1763195368,,False,91,35bf4_00000,2025-11-15_03-29-28,93.82436490058899,8583.66480064392,22036,LAPTOP-2DUVSE15,127.0.0.1,8583.66480064392,91
0.92701,0.91002,0.95441,0.82967,0.57281,0.34732,0.94582,92,1763195462,,False,92,35bf4_00000,2025-11-15_03-31-02,93.50763535499573,8677.172435998917,22036,LAPTOP-2DUVSE15,127.0.0.1,8677.172435998917,92
0.93904,0.90549,0.9551,0.82829,0.57869,0.34479,0.95005,93,1763195555,,False,93,35bf4_00000,2025-11-15_03-32-35,93.70403814315796,8770.876474142075,22036,LAPTOP-2DUVSE15,127.0.0.1,8770.876474142075,93
0.93455,0.91886,0.96111,0.83222,0.57649,0.33953,0.95324,94,1763195649,,False,94,35bf4_00000,2025-11-15_03-34-09,93.56090474128723,8864.437378883362,22036,LAPTOP-2DUVSE15,127.0.0.1,8864.437378883362,94
0.95525,0.91357,0.96394,0.83548,0.57161,0.33068,0.94655,95,1763195743,,False,95,35bf4_00000,2025-11-15_03-35-43,93.54493927955627,8957.982318162918,22036,LAPTOP-2DUVSE15,127.0.0.1,8957.982318162918,95
0.91076,0.93532,0.96251,0.83293,0.57606,0.33986,0.94797,96,1763195836,,False,96,35bf4_00000,2025-11-15_03-37-16,93.41721653938293,9051.399534702301,22036,LAPTOP-2DUVSE15,127.0.0.1,9051.399534702301,96
0.96133,0.91646,0.9639,0.83408,0.57659,0.32987,0.95477,97,1763195929,,False,97,35bf4_00000,2025-11-15_03-38-49,93.4139986038208,9144.813533306122,22036,LAPTOP-2DUVSE15,127.0.0.1,9144.813533306122,97
0.95697,0.91361,0.96617,0.83818,0.57422,0.33236,0.95,98,1763196023,,False,98,35bf4_00000,2025-11-15_03-40-23,93.69462537765503,9238.508158683777,22036,LAPTOP-2DUVSE15,127.0.0.1,9238.508158683777,98
0.93092,0.93099,0.96251,0.83644,0.57216,0.32577,0.94889,99,1763196117,,False,99,35bf4_00000,2025-11-15_03-41-57,94.0727174282074,9332.580876111984,22036,LAPTOP-2DUVSE15,127.0.0.1,9332.580876111984,99
0.94707,0.91897,0.96474,0.83712,0.57062,0.32822,0.94716,100,1763196211,,True,100,35bf4_00000,2025-11-15_03-43-31,93.88860630989075,9426.469482421875,22036,LAPTOP-2DUVSE15,127.0.0.1,9426.469482421875,100
