metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.93608,0.84175,0.93001,0.79157,0.63628,0.50985,0.98521,23,1763534541,,False,23,35bf4_00006,2025-11-19_01-42-21,114.8198573589325,2697.7925951480865,20044,LAPTOP-2DUVSE15,127.0.0.1,2697.7925951480865,23
0.94096,0.85886,0.93492,0.79885,0.62093,0.49553,0.97774,24,1763534656,,False,24,35bf4_00006,2025-11-19_01-44-16,114.84514570236206,2812.6377408504486,20044,LAPTOP-2DUVSE15,127.0.0.1,2812.6377408504486,24
0.94846,0.8672,0.93815,0.79599,0.63091,0.49209,0.98237,25,1763534771,,False,25,35bf4_00006,2025-11-19_01-46-11,114.81698942184448,2927.454730272293,20044,LAPTOP-2DUVSE15,127.0.0.1,2927.454730272293,25
0.94109,0.87491,0.93775,0.79867,0.61539,0.4736,0.97276,26,1763534886,,False,26,35bf4_00006,2025-11-19_01-48-06,115.06664419174194,3042.521374464035,20044,LAPTOP-2DUVSE15,127.0.0.1,3042.521374464035,26
0.93626,0.86032,0.93318,0.7962,0.62215,0.48803,0.97781,27,1763535000,,False,27,35bf4_00006,2025-11-19_01-50-00,114.43155026435852,3156.9529247283936,20044,LAPTOP-2DUVSE15,127.0.0.1,3156.9529247283936,27
0.94933,0.84024,0.93187,0.79455,0.6255,0.50004,0.97852,28,1763535115,,False,28,35bf4_00006,2025-11-19_01-51-55,114.81711292266846,3271.770037651062,20044,LAPTOP-2DUVSE15,127.0.0.1,3271.770037651062,28
0.95334,0.86464,0.93848,0.80198,0.62018,0.47216,0.97325,29,1763535230,,False,29,35bf4_00006,2025-11-19_01-53-50,115.10349702835083,3386.873534679413,20044,LAPTOP-2DUVSE15,127.0.0.1,3386.873534679413,29
0.92683,0.87824,0.94176,0.79819,0.62678,0.48147,0.97898,30,1763535345,,False,30,35bf4_00006,2025-11-19_01-55-45,114.70032501220703,3501.57385969162,20044,LAPTOP-2DUVSE15,127.0.0.1,3501.57385969162,30
0.9492,0.86543,0.93767,0.80305,0.6185,0.46996,0.97324,31,1763535459,,False,31,35bf4_00006,2025-11-19_01-57-39,113.72846460342407,3615.302324295044,20044,LAPTOP-2DUVSE15,127.0.0.1,3615.302324295044,31
0.9522,0.8658,0.93691,0.79807,0.61782,0.45296,0.97571,32,1763535573,,False,32,35bf4_00006,2025-11-19_01-59-33,113.88157773017883,3729.183902025223,20044,LAPTOP-2DUVSE15,127.0.0.1,3729.183902025223,32
0.9295,0.86676,0.93885,0.79818,0.6156,0.45798,0.96805,33,1763535687,,False,33,35bf4_00006,2025-11-19_02-01-27,114.47241616249084,3843.6563181877136,20044,LAPTOP-2DUVSE15,127.0.0.1,3843.6563181877136,33
0.93881,0.89028,0.94697,0.80665,0.62147,0.44328,0.97398,34,1763535802,,False,34,35bf4_00006,2025-11-19_02-03-22,114.72873282432556,3958.385051012039,20044,LAPTOP-2DUVSE15,127.0.0.1,3958.385051012039,34
0.93976,0.86952,0.94288,0.80517,0.60081,0.44556,0.96001,35,1763535917,,False,35,35bf4_00006,2025-11-19_02-05-17,115.08227562904358,4073.4673266410828,20044,LAPTOP-2DUVSE15,127.0.0.1,4073.4673266410828,35
0.95473,0.86884,0.94564,0.8117,0.61398,0.43759,0.96492,36,1763536032,,False,36,35bf4_00006,2025-11-19_02-07-12,114.69756531715393,4188.164891958237,20044,LAPTOP-2DUVSE15,127.0.0.1,4188.164891958237,36
0.96903,0.86216,0.94986,0.81089,0.61628,0.42567,0.97533,37,1763536146,,False,37,35bf4_00006,2025-11-19_02-09-06,114.74913001060486,4302.914021968842,20044,LAPTOP-2DUVSE15,127.0.0.1,4302.914021968842,37
0.9491,0.88597,0.95013,0.81236,0.60279,0.41731,0.95948,38,1763536261,,False,38,35bf4_00006,2025-11-19_02-11-01,114.64754486083984,4417.561566829681,20044,LAPTOP-2DUVSE15,127.0.0.1,4417.561566829681,38
0.93229,0.88795,0.94421,0.81033,0.60788,0.4237,0.96365,39,1763536376,,False,39,35bf4_00006,2025-11-19_02-12-56,114.71209645271301,4532.273663282394,20044,LAPTOP-2DUVSE15,127.0.0.1,4532.273663282394,39
0.95947,0.87742,0.95159,0.81205,0.60534,0.41321,0.96734,40,1763536491,,False,40,35bf4_00006,2025-11-19_02-14-51,115.4255313873291,4647.6991946697235,20044,LAPTOP-2DUVSE15,127.0.0.1,4647.6991946697235,40
0.93118,0.89217,0.95101,0.81316,0.60335,0.406,0.9577,41,1763536606,,False,41,35bf4_00006,2025-11-19_02-16-46,114.78994750976562,4762.489142179489,20044,LAPTOP-2DUVSE15,127.0.0.1,4762.489142179489,41
0.92253,0.88692,0.94621,0.80613,0.60473,0.42238,0.95919,42,1763536721,,False,42,35bf4_00006,2025-11-19_02-18-41,114.9342885017395,4877.423430681229,20044,LAPTOP-2DUVSE15,127.0.0.1,4877.423430681229,42
0.96389,0.89105,0.95506,0.81738,0.61374,0.399,0.96747,43,1763536835,,False,43,35bf4_00006,2025-11-19_02-20-35,114.27169704437256,4991.695127725601,20044,LAPTOP-2DUVSE15,127.0.0.1,4991.695127725601,43
0.95703,0.89033,0.95374,0.82062,0.60115,0.39621,0.96064,44,1763536950,,False,44,35bf4_00006,2025-11-19_02-22-30,114.5523579120636,5106.247485637665,20044,LAPTOP-2DUVSE15,127.0.0.1,5106.247485637665,44
0.95079,0.87666,0.94816,0.81524,0.58987,0.41066,0.9553,45,1763537065,,False,45,35bf4_00006,2025-11-19_02-24-25,115.073899269104,5221.321384906769,20044,LAPTOP-2DUVSE15,127.0.0.1,5221.321384906769,45
0.93492,0.89699,0.95334,0.82247,0.59723,0.39167,0.96065,46,1763537179,,False,46,35bf4_00006,2025-11-19_02-26-19,114.66366839408875,5335.9850533008575,20044,LAPTOP-2DUVSE15,127.0.0.1,5335.9850533008575,46
0.94183,0.88979,0.95562,0.82007,0.59105,0.39187,0.9598,47,1763537294,,False,47,35bf4_00006,2025-11-19_02-28-14,114.98800992965698,5450.9730632305145,20044,LAPTOP-2DUVSE15,127.0.0.1,5450.9730632305145,47
0.93017,0.91337,0.95677,0.82608,0.58789,0.3858,0.95522,48,1763537410,,False,48,35bf4_00006,2025-11-19_02-30-10,115.0045108795166,5565.977574110031,20044,LAPTOP-2DUVSE15,127.0.0.1,5565.977574110031,48
0.9464,0.89859,0.96017,0.82654,0.58637,0.37609,0.95202,49,1763537524,,False,49,35bf4_00006,2025-11-19_02-32-04,114.83510875701904,5680.81268286705,20044,LAPTOP-2DUVSE15,127.0.0.1,5680.81268286705,49
0.95379,0.87835,0.95509,0.82524,0.5813,0.38684,0.95321,50,1763537640,,False,50,35bf4_00006,2025-11-19_02-34-00,115.4440176486969,5796.256700515747,20044,LAPTOP-2DUVSE15,127.0.0.1,5796.256700515747,50
0.94551,0.89716,0.95575,0.82672,0.58634,0.38,0.95384,51,1763537755,,False,51,35bf4_00006,2025-11-19_02-35-55,114.86870694160461,5911.125407457352,20044,LAPTOP-2DUVSE15,127.0.0.1,5911.125407457352,51
0.94526,0.89904,0.96123,0.82863,0.58891,0.38195,0.95434,52,1763537869,,False,52,35bf4_00006,2025-11-19_02-37-49,114.80240559577942,6025.927813053131,20044,LAPTOP-2DUVSE15,127.0.0.1,6025.927813053131,52
0.94231,0.91201,0.962,0.82422,0.59339,0.37851,0.95548,53,1763537984,,False,53,35bf4_00006,2025-11-19_02-39-44,114.46186804771423,6140.389681100845,20044,LAPTOP-2DUVSE15,127.0.0.1,6140.389681100845,53
0.94993,0.89704,0.96152,0.82963,0.58755,0.37367,0.95675,54,1763538099,,False,54,35bf4_00006,2025-11-19_02-41-39,114.6499297618866,6255.039610862732,20044,LAPTOP-2DUVSE15,127.0.0.1,6255.039610862732,54
0.92567,0.90349,0.95916,0.82731,0.59648,0.37001,0.95755,55,1763538214,,False,55,35bf4_00006,2025-11-19_02-43-34,115.01745581626892,6370.057066679001,20044,LAPTOP-2DUVSE15,127.0.0.1,6370.057066679001,55
0.94771,0.90388,0.96303,0.83,0.58789,0.36728,0.95212,56,1763538328,,False,56,35bf4_00006,2025-11-19_02-45-28,114.6213915348053,6484.678458213806,20044,LAPTOP-2DUVSE15,127.0.0.1,6484.678458213806,56
0.96315,0.8974,0.96162,0.83056,0.57541,0.36539,0.94825,57,1763538443,,False,57,35bf4_00006,2025-11-19_02-47-23,114.73387861251831,6599.4123368263245,20044,LAPTOP-2DUVSE15,127.0.0.1,6599.4123368263245,57
0.9491,0.90585,0.96279,0.8307,0.58101,0.36255,0.94497,58,1763538557,,False,58,35bf4_00006,2025-11-19_02-49-17,114.27735328674316,6713.689690113068,20044,LAPTOP-2DUVSE15,127.0.0.1,6713.689690113068,58
0.95822,0.90576,0.96494,0.83611,0.57244,0.35363,0.94212,59,1763538672,,False,59,35bf4_00006,2025-11-19_02-51-12,114.81125140190125,6828.500941514969,20044,LAPTOP-2DUVSE15,127.0.0.1,6828.500941514969,59
0.95011,0.90042,0.96213,0.83191,0.57792,0.35692,0.94679,60,1763538787,,False,60,35bf4_00006,2025-11-19_02-53-07,114.96659898757935,6943.467540502548,20044,LAPTOP-2DUVSE15,127.0.0.1,6943.467540502548,60
0.95311,0.8999,0.96559,0.8327,0.5807,0.35697,0.9487,61,1763538902,,False,61,35bf4_00006,2025-11-19_02-55-02,114.64471578598022,7058.112256288528,20044,LAPTOP-2DUVSE15,127.0.0.1,7058.112256288528,61
0.93852,0.9031,0.9632,0.83468,0.56826,0.35338,0.946,62,1763539016,,False,62,35bf4_00006,2025-11-19_02-56-56,113.87805008888245,7171.990306377411,20044,LAPTOP-2DUVSE15,127.0.0.1,7171.990306377411,62
0.95784,0.8978,0.96545,0.83596,0.57086,0.34911,0.94717,63,1763539130,,False,63,35bf4_00006,2025-11-19_02-58-50,114.33330702781677,7286.323613405228,20044,LAPTOP-2DUVSE15,127.0.0.1,7286.323613405228,63
0.9589,0.90602,0.96624,0.83943,0.56856,0.34749,0.94349,64,1763539245,,False,64,35bf4_00006,2025-11-19_03-00-45,115.01842403411865,7401.342037439346,20044,LAPTOP-2DUVSE15,127.0.0.1,7401.342037439346,64
0.95862,0.90706,0.96498,0.83415,0.57121,0.34983,0.94531,65,1763539360,,False,65,35bf4_00006,2025-11-19_03-02-40,114.93198657035828,7516.274024009705,20044,LAPTOP-2DUVSE15,127.0.0.1,7516.274024009705,65
0.95385,0.90285,0.96525,0.83745,0.57154,0.34931,0.94532,66,1763539474,,False,66,35bf4_00006,2025-11-19_03-04-34,114.00945615768433,7630.283480167389,20044,LAPTOP-2DUVSE15,127.0.0.1,7630.283480167389,66
0.95481,0.91366,0.96401,0.83456,0.57704,0.34096,0.94802,67,1763539589,,False,67,35bf4_00006,2025-11-19_03-06-29,114.87765264511108,7745.1611328125,20044,LAPTOP-2DUVSE15,127.0.0.1,7745.1611328125,67
0.95359,0.90379,0.96471,0.83419,0.57017,0.34479,0.93955,68,1763539703,,False,68,35bf4_00006,2025-11-19_03-08-23,114.34431099891663,7859.505443811417,20044,LAPTOP-2DUVSE15,127.0.0.1,7859.505443811417,68
0.93627,0.92545,0.96513,0.83262,0.57534,0.34926,0.94872,69,1763539838,,False,69,35bf4_00006,2025-11-19_03-10-38,134.92613792419434,7994.431581735611,20044,LAPTOP-2DUVSE15,127.0.0.1,7994.431581735611,69
0.94902,0.91101,0.96482,0.83214,0.57415,0.34309,0.94676,70,1763539953,,False,70,35bf4_00006,2025-11-19_03-12-33,115.03870511054993,8109.470286846161,20044,LAPTOP-2DUVSE15,127.0.0.1,8109.470286846161,70
0.94129,0.91941,0.96385,0.83574,0.56921,0.34387,0.94185,71,1763540068,,False,71,35bf4_00006,2025-11-19_03-14-28,114.6594591140747,8224.129745960236,20044,LAPTOP-2DUVSE15,127.0.0.1,8224.129745960236,71
0.95012,0.90799,0.96444,0.83295,0.57176,0.34158,0.94581,72,1763540182,,False,72,35bf4_00006,2025-11-19_03-16-22,114.32063007354736,8338.450376033783,20044,LAPTOP-2DUVSE15,127.0.0.1,8338.450376033783,72
0.9549,0.91376,0.96616,0.83521,0.57098,0.33776,0.94347,73,1763540297,,False,73,35bf4_00006,2025-11-19_03-18-17,114.5234260559082,8452.973802089691,20044,LAPTOP-2DUVSE15,127.0.0.1,8452.973802089691,73
0.93796,0.92766,0.96623,0.83921,0.56893,0.33486,0.94368,74,1763540411,,False,74,35bf4_00006,2025-11-19_03-20-11,114.42517447471619,8567.398976564407,20044,LAPTOP-2DUVSE15,127.0.0.1,8567.398976564407,74
0.9522,0.91994,0.96611,0.84146,0.56875,0.32903,0.94476,75,1763540526,,False,75,35bf4_00006,2025-11-19_03-22-06,114.86008262634277,8682.25905919075,20044,LAPTOP-2DUVSE15,127.0.0.1,8682.25905919075,75
0.95638,0.92048,0.96599,0.84061,0.56703,0.33004,0.94306,76,1763540641,,False,76,35bf4_00006,2025-11-19_03-24-01,114.62941455841064,8796.88847374916,20044,LAPTOP-2DUVSE15,127.0.0.1,8796.88847374916,76
0.95584,0.91856,0.96698,0.84014,0.56598,0.32775,0.94144,77,1763540755,,False,77,35bf4_00006,2025-11-19_03-25-55,114.23373913764954,8911.12221288681,20044,LAPTOP-2DUVSE15,127.0.0.1,8911.12221288681,77
0.96164,0.91809,0.96805,0.8417,0.56476,0.32466,0.94138,78,1763540870,,False,78,35bf4_00006,2025-11-19_03-27-50,114.8612630367279,9025.983475923538,20044,LAPTOP-2DUVSE15,127.0.0.1,9025.983475923538,78
0.9617695580249056,0.9179064488322106,0.9680008182898713,0.841454913216968,,,,78,1763540881,,False,79,35bf4_00006,2025-11-19_03-28-01,11.605889558792114,9037.58936548233,20044,LAPTOP-2DUVSE15,127.0.0.1,9037.58936548233,79
0.9617695580249056,0.9179064488322106,0.9680008182898713,0.841454913216968,,,,,1763540884,,False,80,35bf4_00006,2025-11-19_03-28-04,2.9518728256225586,9040.541238307953,20044,LAPTOP-2DUVSE15,127.0.0.1,9040.541238307953,80
