metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.93149,0.8245,0.9033,0.76974,0.65605,0.59097,1.01552,16,1763197784,,False,16,35bf4_00001,2025-11-15_04-09-44,93.66787385940552,1564.581874847412,4668,LAPTOP-2DUVSE15,127.0.0.1,1564.581874847412,16
0.91268,0.82091,0.89768,0.76348,0.64886,0.59165,1.00324,17,1763197878,,False,17,35bf4_00001,2025-11-15_04-11-18,93.89003849029541,1658.4719133377075,4668,LAPTOP-2DUVSE15,127.0.0.1,1658.4719133377075,17
0.92826,0.83098,0.91262,0.77176,0.65041,0.56613,0.99953,18,1763197971,,False,18,35bf4_00001,2025-11-15_04-12-51,93.63555192947388,1752.1074652671814,4668,LAPTOP-2DUVSE15,127.0.0.1,1752.1074652671814,18
0.93103,0.83701,0.91556,0.7769,0.64868,0.55867,0.99748,19,1763198065,,False,19,35bf4_00001,2025-11-15_04-14-25,93.56230545043945,1845.6697707176208,4668,LAPTOP-2DUVSE15,127.0.0.1,1845.6697707176208,19
0.93073,0.83853,0.91768,0.78277,0.63738,0.54233,0.99302,20,1763198158,,False,20,35bf4_00001,2025-11-15_04-15-58,93.40908193588257,1939.0788526535034,4668,LAPTOP-2DUVSE15,127.0.0.1,1939.0788526535034,20
0.93709,0.83645,0.91786,0.7799,0.64891,0.55747,1.00314,21,1763198253,,False,21,35bf4_00001,2025-11-15_04-17-33,94.0640025138855,2033.142855167389,4668,LAPTOP-2DUVSE15,127.0.0.1,2033.142855167389,21
0.95179,0.85088,0.9267,0.79192,0.63122,0.50637,0.97959,22,1763198346,,False,22,35bf4_00001,2025-11-15_04-19-06,93.59850120544434,2126.7413563728333,4668,LAPTOP-2DUVSE15,127.0.0.1,2126.7413563728333,22
0.95343,0.84135,0.92555,0.79006,0.63272,0.5219,0.98915,23,1763198440,,False,23,35bf4_00001,2025-11-15_04-20-40,93.96985220909119,2220.7112085819244,4668,LAPTOP-2DUVSE15,127.0.0.1,2220.7112085819244,23
0.9542,0.84806,0.92994,0.78749,0.63846,0.50525,0.98437,24,1763198534,,False,24,35bf4_00001,2025-11-15_04-22-14,93.63317394256592,2314.3443825244904,4668,LAPTOP-2DUVSE15,127.0.0.1,2314.3443825244904,24
0.95339,0.84139,0.92144,0.78902,0.63287,0.50342,0.98244,25,1763198628,,False,25,35bf4_00001,2025-11-15_04-23-48,93.93616843223572,2408.280550956726,4668,LAPTOP-2DUVSE15,127.0.0.1,2408.280550956726,25
0.96199,0.83655,0.92091,0.7802,0.63764,0.49556,0.99759,26,1763198722,,False,26,35bf4_00001,2025-11-15_04-25-22,93.8350179195404,2502.1155688762665,4668,LAPTOP-2DUVSE15,127.0.0.1,2502.1155688762665,26
0.93204,0.86517,0.92932,0.78654,0.62776,0.48522,0.97929,27,1763198815,,False,27,35bf4_00001,2025-11-15_04-26-55,93.69122290611267,2595.806791782379,4668,LAPTOP-2DUVSE15,127.0.0.1,2595.806791782379,27
0.94677,0.8577,0.93542,0.79789,0.62849,0.46759,0.98295,28,1763198909,,False,28,35bf4_00001,2025-11-15_04-28-29,93.74609756469727,2689.5528893470764,4668,LAPTOP-2DUVSE15,127.0.0.1,2689.5528893470764,28
0.94629,0.86709,0.94166,0.80538,0.62034,0.4513,0.98249,29,1763199003,,False,29,35bf4_00001,2025-11-15_04-30-03,94.34718751907349,2783.90007686615,4668,LAPTOP-2DUVSE15,127.0.0.1,2783.90007686615,29
0.93832,0.87042,0.93882,0.80287,0.6175,0.45526,0.97671,30,1763199097,,False,30,35bf4_00001,2025-11-15_04-31-37,93.7926836013794,2877.6927604675293,4668,LAPTOP-2DUVSE15,127.0.0.1,2877.6927604675293,30
0.93896,0.8793,0.94267,0.80142,0.61905,0.46451,0.97987,31,1763199191,,False,31,35bf4_00001,2025-11-15_04-33-11,94.06997013092041,2971.7627305984497,4668,LAPTOP-2DUVSE15,127.0.0.1,2971.7627305984497,31
0.9191,0.88104,0.93764,0.80085,0.61805,0.4567,0.97963,32,1763199285,,False,32,35bf4_00001,2025-11-15_04-34-45,93.66047692298889,3065.4232075214386,4668,LAPTOP-2DUVSE15,127.0.0.1,3065.4232075214386,32
0.94013,0.8536,0.93544,0.79576,0.6179,0.45025,0.97046,33,1763199379,,False,33,35bf4_00001,2025-11-15_04-36-19,94.3931245803833,3159.816332101822,4668,LAPTOP-2DUVSE15,127.0.0.1,3159.816332101822,33
0.95282,0.86964,0.94311,0.80327,0.619,0.43978,0.98571,34,1763199473,,False,34,35bf4_00001,2025-11-15_04-37-53,93.93239283561707,3253.748724937439,4668,LAPTOP-2DUVSE15,127.0.0.1,3253.748724937439,34
0.96459,0.84284,0.94274,0.80656,0.61149,0.44258,0.97126,35,1763199568,,False,35,35bf4_00001,2025-11-15_04-39-28,94.28504872322083,3348.03377366066,4668,LAPTOP-2DUVSE15,127.0.0.1,3348.03377366066,35
0.95212,0.8775,0.94769,0.81389,0.60589,0.41967,0.96743,36,1763199661,,False,36,35bf4_00001,2025-11-15_04-41-01,93.63529062271118,3441.669064283371,4668,LAPTOP-2DUVSE15,127.0.0.1,3441.669064283371,36
0.95704,0.85689,0.94597,0.8091,0.60575,0.42234,0.96371,37,1763199755,,False,37,35bf4_00001,2025-11-15_04-42-35,93.67888164520264,3535.3479459285736,4668,LAPTOP-2DUVSE15,127.0.0.1,3535.3479459285736,37
0.94606,0.87948,0.94713,0.80747,0.61795,0.42129,0.97527,38,1763199849,,False,38,35bf4_00001,2025-11-15_04-44-09,94.00246739387512,3629.3504133224487,4668,LAPTOP-2DUVSE15,127.0.0.1,3629.3504133224487,38
0.9402,0.86703,0.94213,0.81327,0.59873,0.41573,0.96759,39,1763199943,,False,39,35bf4_00001,2025-11-15_04-45-43,93.80759358406067,3723.1580069065094,4668,LAPTOP-2DUVSE15,127.0.0.1,3723.1580069065094,39
0.92497,0.86913,0.94283,0.80892,0.59943,0.4069,0.96422,40,1763200036,,False,40,35bf4_00001,2025-11-15_04-47-16,93.5305814743042,3816.6885883808136,4668,LAPTOP-2DUVSE15,127.0.0.1,3816.6885883808136,40
0.94524,0.87852,0.95068,0.80718,0.6113,0.41255,0.97392,41,1763200130,,False,41,35bf4_00001,2025-11-15_04-48-50,93.52205181121826,3910.210640192032,4668,LAPTOP-2DUVSE15,127.0.0.1,3910.210640192032,41
0.95822,0.85272,0.94275,0.80786,0.61721,0.42651,0.97832,42,1763200223,,False,42,35bf4_00001,2025-11-15_04-50-23,93.77588987350464,4003.9865300655365,4668,LAPTOP-2DUVSE15,127.0.0.1,4003.9865300655365,42
0.94041,0.89155,0.95243,0.81764,0.60107,0.39552,0.97297,43,1763200317,,False,43,35bf4_00001,2025-11-15_04-51-57,93.76832294464111,4097.754853010178,4668,LAPTOP-2DUVSE15,127.0.0.1,4097.754853010178,43
0.95792,0.87327,0.94847,0.80933,0.60718,0.40805,0.97143,44,1763200411,,False,44,35bf4_00001,2025-11-15_04-53-31,93.92014122009277,4191.67499423027,4668,LAPTOP-2DUVSE15,127.0.0.1,4191.67499423027,44
0.93525,0.8982,0.95147,0.81799,0.58593,0.39817,0.95794,45,1763200505,,False,45,35bf4_00001,2025-11-15_04-55-05,94.19861769676208,4285.8736119270325,4668,LAPTOP-2DUVSE15,127.0.0.1,4285.8736119270325,45
0.97034,0.87411,0.9509,0.81608,0.58928,0.39659,0.95667,46,1763200598,,False,46,35bf4_00001,2025-11-15_04-56-38,92.64971160888672,4378.523323535919,4668,LAPTOP-2DUVSE15,127.0.0.1,4378.523323535919,46
0.94557,0.88126,0.95093,0.81559,0.59353,0.39596,0.96171,47,1763200691,,False,47,35bf4_00001,2025-11-15_04-58-11,93.22316837310791,4471.746491909027,4668,LAPTOP-2DUVSE15,127.0.0.1,4471.746491909027,47
0.9421,0.8979,0.95249,0.8226,0.59548,0.38337,0.96421,48,1763200784,,False,48,35bf4_00001,2025-11-15_04-59-44,93.13643455505371,4564.882926464081,4668,LAPTOP-2DUVSE15,127.0.0.1,4564.882926464081,48
0.95022,0.88989,0.95135,0.82223,0.59665,0.39142,0.96661,49,1763200879,,False,49,35bf4_00001,2025-11-15_05-01-19,94.39462041854858,4659.277546882629,4668,LAPTOP-2DUVSE15,127.0.0.1,4659.277546882629,49
0.95594,0.88088,0.95014,0.82144,0.58268,0.38572,0.95261,50,1763200973,,False,50,35bf4_00001,2025-11-15_05-02-53,94.20277976989746,4753.480326652527,4668,LAPTOP-2DUVSE15,127.0.0.1,4753.480326652527,50
0.94422,0.89101,0.95269,0.82159,0.59482,0.38443,0.96147,51,1763201067,,False,51,35bf4_00001,2025-11-15_05-04-27,93.66976118087769,4847.1500878334045,4668,LAPTOP-2DUVSE15,127.0.0.1,4847.1500878334045,51
0.9526,0.89313,0.95657,0.82531,0.58369,0.37487,0.95484,52,1763201161,,False,52,35bf4_00001,2025-11-15_05-06-01,93.84253597259521,4940.992623806,4668,LAPTOP-2DUVSE15,127.0.0.1,4940.992623806,52
0.94516,0.89613,0.95317,0.82449,0.58469,0.37758,0.96071,53,1763201254,,False,53,35bf4_00001,2025-11-15_05-07-34,93.94544887542725,5034.938072681427,4668,LAPTOP-2DUVSE15,127.0.0.1,5034.938072681427,53
0.94955,0.8919,0.953,0.82473,0.57919,0.37745,0.95281,54,1763201348,,False,54,35bf4_00001,2025-11-15_05-09-08,93.5445032119751,5128.482575893402,4668,LAPTOP-2DUVSE15,127.0.0.1,5128.482575893402,54
0.9574,0.88496,0.95365,0.82608,0.57793,0.36889,0.95179,55,1763201442,,False,55,35bf4_00001,2025-11-15_05-10-42,94.22454929351807,5222.70712518692,4668,LAPTOP-2DUVSE15,127.0.0.1,5222.70712518692,55
0.95374,0.89677,0.95707,0.82618,0.58003,0.36968,0.95028,56,1763201536,,False,56,35bf4_00001,2025-11-15_05-12-16,93.71896934509277,5316.426094532013,4668,LAPTOP-2DUVSE15,127.0.0.1,5316.426094532013,56
0.95408,0.89194,0.95607,0.82718,0.58211,0.37385,0.95922,57,1763201630,,False,57,35bf4_00001,2025-11-15_05-13-50,93.80567860603333,5410.231773138046,4668,LAPTOP-2DUVSE15,127.0.0.1,5410.231773138046,57
0.94043,0.89748,0.95484,0.82527,0.58317,0.36987,0.9534,58,1763201723,,False,58,35bf4_00001,2025-11-15_05-15-23,93.6520266532898,5503.883799791336,4668,LAPTOP-2DUVSE15,127.0.0.1,5503.883799791336,58
0.94324,0.89559,0.95393,0.82626,0.57974,0.36335,0.95519,59,1763201817,,False,59,35bf4_00001,2025-11-15_05-16-57,94.00715970993042,5597.8909595012665,4668,LAPTOP-2DUVSE15,127.0.0.1,5597.8909595012665,59
0.93072,0.91118,0.95581,0.82309,0.57909,0.3594,0.96012,60,1763201911,,False,60,35bf4_00001,2025-11-15_05-18-31,93.58504009246826,5691.475999593735,4668,LAPTOP-2DUVSE15,127.0.0.1,5691.475999593735,60
0.92603,0.91455,0.95791,0.82875,0.5768,0.36439,0.95433,61,1763202005,,False,61,35bf4_00001,2025-11-15_05-20-05,94.1501796245575,5785.626179218292,4668,LAPTOP-2DUVSE15,127.0.0.1,5785.626179218292,61
0.93398,0.90713,0.95845,0.828,0.57738,0.35599,0.95531,62,1763202100,,False,62,35bf4_00001,2025-11-15_05-21-40,94.42279291152954,5880.048972129822,4668,LAPTOP-2DUVSE15,127.0.0.1,5880.048972129822,62
0.94697,0.89519,0.95611,0.82998,0.57077,0.34842,0.94835,63,1763202194,,False,63,35bf4_00001,2025-11-15_05-23-14,93.98133325576782,5974.03030538559,4668,LAPTOP-2DUVSE15,127.0.0.1,5974.03030538559,63
0.9523,0.89604,0.95976,0.8343,0.5691,0.34499,0.94835,64,1763202288,,False,64,35bf4_00001,2025-11-15_05-24-48,94.12355828285217,6068.153863668442,4668,LAPTOP-2DUVSE15,127.0.0.1,6068.153863668442,64
0.95585,0.89502,0.95711,0.8284,0.57596,0.34741,0.95071,65,1763202395,,False,65,35bf4_00001,2025-11-15_05-26-35,107.28879809379578,6175.442661762238,4668,LAPTOP-2DUVSE15,127.0.0.1,6175.442661762238,65
0.93718,0.91874,0.96074,0.83116,0.57682,0.34404,0.95401,66,1763202489,,False,66,35bf4_00001,2025-11-15_05-28-09,94.34933805465698,6269.7919998168945,4668,LAPTOP-2DUVSE15,127.0.0.1,6269.7919998168945,66
0.96663,0.89403,0.96001,0.8303,0.57624,0.34646,0.95341,67,1763202583,,False,67,35bf4_00001,2025-11-15_05-29-43,93.61659026145935,6363.408590078354,4668,LAPTOP-2DUVSE15,127.0.0.1,6363.408590078354,67
0.94001,0.91436,0.95981,0.83459,0.56784,0.33852,0.94578,68,1763202676,,False,68,35bf4_00001,2025-11-15_05-31-16,93.43542098999023,6456.844011068344,4668,LAPTOP-2DUVSE15,127.0.0.1,6456.844011068344,68
0.93144,0.91598,0.95934,0.83448,0.56779,0.33803,0.94789,69,1763202770,,False,69,35bf4_00001,2025-11-15_05-32-50,93.77009129524231,6550.614102363586,4668,LAPTOP-2DUVSE15,127.0.0.1,6550.614102363586,69
0.92314,0.92294,0.95924,0.8357,0.56847,0.33208,0.94932,70,1763202864,,False,70,35bf4_00001,2025-11-15_05-34-24,93.4106650352478,6644.024767398834,4668,LAPTOP-2DUVSE15,127.0.0.1,6644.024767398834,70
0.93238,0.92209,0.96128,0.83831,0.56634,0.33023,0.95072,71,1763202958,,False,71,35bf4_00001,2025-11-15_05-35-58,94.14787697792053,6738.172644376755,4668,LAPTOP-2DUVSE15,127.0.0.1,6738.172644376755,71
0.93719,0.91588,0.96099,0.83606,0.56691,0.33202,0.94617,72,1763203051,,False,72,35bf4_00001,2025-11-15_05-37-31,93.40671396255493,6831.57935833931,4668,LAPTOP-2DUVSE15,127.0.0.1,6831.57935833931,72
0.93641,0.91872,0.96174,0.83573,0.56862,0.33048,0.94478,73,1763203145,,False,73,35bf4_00001,2025-11-15_05-39-05,94.05495929718018,6925.63431763649,4668,LAPTOP-2DUVSE15,127.0.0.1,6925.63431763649,73
0.94119,0.91309,0.96238,0.83668,0.56622,0.32912,0.94579,74,1763203239,,False,74,35bf4_00001,2025-11-15_05-40-39,93.79756808280945,7019.431885719299,4668,LAPTOP-2DUVSE15,127.0.0.1,7019.431885719299,74
0.9313181579749025,0.9259477155797445,0.961158765463695,0.8381083432658158,,,,74,1763203250,,False,75,35bf4_00001,2025-11-15_05-40-50,11.318013429641724,7030.749899148941,4668,LAPTOP-2DUVSE15,127.0.0.1,7030.749899148941,75
0.9313181579749025,0.9259477155797445,0.961158765463695,0.8381083432658158,,,,,1763203254,,False,76,35bf4_00001,2025-11-15_05-40-54,3.3735806941986084,7034.12347984314,4668,LAPTOP-2DUVSE15,127.0.0.1,7034.12347984314,76
